Tickers,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,acquired
BHP,0.002877422,0.01013772,-0.011550843,-0.001532567,0.017267843,-0.003394945,0.010408781,0.00561903,-0.026820637,0.008803828,0.014987668,0.006728972,0.002784998,0.012219959,0.024327785,0.001964286,0.003386206,-0.002131439,0.002669989,0.014202024,-0.010852442,0.008671032,-0.011403509,0.00851819,-0.014253035,-0.011602999,-0.00451508,-0.00308418,0.003275705,-0.008162525,-0.025237747,0.000938086,-0.00131209,0.001126126,-0.007311586,-0.019452314,-0.00385208,0.021075019,-0.017231585,-0.000192678,-0.002119869,-0.006373117,0.008163265,-0.023520339,0.011846002,0.003317073,0.012057565,0.00057648,0.004801229,0.000382263,-0.011081391,-0.00927357,0.023400936,0.012766768,-0.009595484,-0.002659574,-0.011238095,0.009054132,0.012027491,-0.01188455,0.006491027,0.007207891,0.00433145,0.032252016,-0.004904632,0.012595838,-0.009013881,-0.002183009,0.027711942,-0.011353557,0.024403373,-0.008582939,0.013074205,-0.004534356,0.013840224,0.005875238,-0.001717918,0.005678885,0.009069131,-0.000678311,-0.039368743,0.01024554,-0.005595384,0.010022859,-0.004004178,0.000524384,0.010656883,-0.005012965,0.007817929,-0.002930529,0.007952974,0.002915952,-0.001539251,-0.034943474,-0.004082357,0.000356443,0.005344735,-0.003012582,-0.023640242,-0.036409976,-0.016625732,-0.031123919,-0.004164188,-0.006571087,0.022248948,-0.02,-0.008803521,0.022406136,-0.029220138,0.002643889,-0.009939148,0.00676091,-0.014448514,-0.016931654,-0.007561437,-0.011851852,0.011351467,-0.001694197,0.014212983,0.006902322,0.021188201,-0.008746949,0.034475682,-0.021821067,-0.003041979,0.012001627,0.012261307,0.004368546,0.007512851,0.018838305,0.002311248,-0.008839354,-0.00756107,0.00312561,-0.007010711,-0.007648559,-0.027470356,0.008534851,-0.003022366,0.005860954,-0.007836046,-0.007492912,-0.027137319,0.003984899,0.011280551,-0.012600702,-0.006903766,0.001474616,0.017458982,0.025635725,-0.019955654,0.00123406,-0.010476582,-0.010379905,-0.002936858,0.017883442,0.003720546,0.009678748,-0.003263308,0.007161858,0.013612353,-0.003407496,-0.007039421,-0.009317399,0.022081374,0.018403681,0.018463956,-0.008678881,0.001361868,-0.01321158,-0.008269344,-0.000992654,-0.012122417,0.003822169,0.019839679,0
BLK,-0.000607335,0.009349289,0.004145054,-0.000184489,0.015984316,-0.013417181,-0.010700232,0.001023446,-0.030207268,-0.004672225,0.01747671,-0.007168713,0.012701363,0.005647457,0.025785619,-0.004425283,0.006002979,0.006308789,0.007378236,0.002336554,-0.014188371,0.006707442,0.007566176,0.018470781,-0.005480357,0.032487939,0.002036267,-0.00385035,-0.003586077,0.021572346,0.012952767,-0.011912448,0.009547898,0.001795482,0.011253751,-0.012591707,-0.005676956,0.012783107,-0.012704663,-0.026450028,0.00366561,-0.002685458,-0.002628064,-0.043671706,0.00695605,-0.003364285,0.006481231,-0.012700116,-0.007858502,0.00814901,-0.005705747,-0.011955185,0.004309848,-0.014801726,-0.00321446,-0.003131353,-0.025856209,0.010443739,0.034841629,0.00833084,0.002464909,0.011110352,-0.000675508,-0.001554719,0.007063549,0.00454902,-0.002922281,-0.015325413,0.020880669,0.012552581,0.023365205,0.005713304,-0.01033658,-0.010876133,0.005672397,0.007636237,0.010377196,0.007734924,-0.006470302,0.0116628,0.007026402,-0.013056467,0.002921006,0.00363007,0.009526013,0.004978441,-0.00157526,-0.009404193,-0.012930402,0.008789809,-0.003998821,0.000655059,0.008256784,-0.000649269,-0.006874149,0.009074219,0.000292783,0.000209069,-0.022428461,-0.033634109,-0.008253125,-0.037704699,0.010178058,-0.012209956,0.016798717,-0.025798638,-0.023197992,0.021347613,-0.032821574,-0.005031966,0.024822868,0.014542507,-0.017083372,0.006311411,-0.004585085,-0.028042959,-0.00437078,0.012430019,0.008111861,0.019814421,0.001232111,-0.015950398,-0.00043288,0.021845828,-0.002095498,0.016563245,-0.005825693,0.010482327,0.004435922,0.018884416,-0.016367166,0.007964013,0.009062343,0.001850348,0.000923465,0.004072999,-0.009143882,0.006943816,0.001819448,0.00029148,-0.001098335,-0.026815367,-0.03073624,-0.001784185,0.018660184,-0.009989706,-0.023654796,0.009705683,0.007694705,0.032399258,0.000483871,0.023583059,0.004387445,0.009565412,-0.012492511,0.019346576,-0.007340461,0.014967134,-0.005250952,0.011305151,0.014702044,-0.000857339,0.001673245,-0.011221999,0.016179337,0.015687278,0.012402157,0.014716856,0.001266495,0.000102008,-0.006976602,0,-0.002506214,-0.002018247,0.013145133,0
BA,-0.061498463,0.004608295,-0.010181895,0.015242432,-0.017704953,0.003089073,0.007310607,-0.009198214,-0.028253287,0.022889803,-0.000215948,0.010340731,0.000614628,0.018641171,0.026532431,-0.002017674,-0.015380678,0.028902636,-0.009927752,-0.044421198,-0.014632062,-0.011109907,0.014303721,0.025610547,-0.011010431,0.016672881,-0.011002829,0.006754609,-0.012892362,-0.003065277,0.003850061,0.019549353,-0.005250784,-0.004569448,-0.003587917,-0.00235643,-0.002653928,0.001756253,-0.012909738,-0.038670614,0.007054279,-0.01562196,0.001524864,-0.048777737,0.016806474,0.007579291,0.02363731,0.003419915,-0.006281336,0.016893903,-0.016641115,-0.00632122,0.012409071,-5.64E-05,-0.017132552,0.003067661,-0.023608769,-0.007962296,0.016908141,0.011984214,0.005419355,0.008726899,0.000282725,-0.012634257,-0.006584032,0.005273319,-0.004873015,0.022295195,0.053705269,-0.014440047,0.017147819,-0.008109262,0.005782057,-0.012486965,0.015217156,-0.02912466,-2.75E-05,-0.020741188,-0.006452337,0.000875311,0.003921347,-0.013319845,0.005610617,-0.00223739,0.019017882,0.017632312,-0.010182575,0.003152568,0.018662991,-0.022759255,0.045000138,-0.010440958,-0.000937282,-0.031200579,-0.036908945,-0.008877015,-0.013884058,0.021310367,-0.018074023,-0.020194619,0.015764755,-0.025032395,0.004198635,-0.003218529,0.014997888,0.003567712,-0.013657236,-0.000240284,-0.03737307,0.023656451,0.007469512,0.010077167,-0.00608185,0.02483798,0.042413012,0.004514545,0.008510997,-0.012004234,0.014771798,0.007695086,0.003721674,-0.026559367,0.005953389,0.010574145,0.007493755,-0.011625344,0.029851162,0.036401526,-0.019089152,0.010994862,-0.00239625,0.014121684,0.005752212,-0.005098212,-0.01313599,-0.006220512,0.012253667,0.011921918,0.001786639,-0.010416397,-0.006242491,-0.014534655,-0.020216568,0.012821211,0.009756229,0.002235826,-0.006480055,0.002298851,-0.010561127,0.010566038,-0.00464099,-0.005948872,0.003962691,-0.00904868,-0.067902238,-0.037616279,0.017942367,0.010385757,0.011894273,-0.013699028,0.00308978,0.023615349,-0.008225145,-0.017771485,0.015533524,0.017092036,0.020507562,-0.011443244,0.008808831,-0.017659735,0.045470085,-0.011118378,-0.001047178,0.013627586,0.011539299,0
BP,0.003071108,0.032265662,0.002737851,-0.00182025,0.00843401,0.005198915,0.001349224,0,-0.013024927,-0.009556314,0.006662072,-0.005248745,0.000917642,0.002062801,0.008462946,0.003175323,0,-0.001808727,0.008607022,0.01571974,-0.005306213,0.001111358,-0.003774423,-0.004457321,0,-0.004253414,0.003147482,-0.005154639,0.014642938,-0.00044405,-0.019768992,-0.003852255,-0.014786169,-0.006695913,0.016503952,-0.014863938,-0.010445682,0.010555947,-0.003481894,-0.016538551,0.001421127,-0.014900662,-0.003601441,-0.006506024,0.007761339,0.005294826,0.01220972,0.001419111,0.005668399,0.003992485,-0.009590643,-0.023618328,0.010159652,-0.006704981,-0.005062681,-0.005815362,-0.007555447,0.007858546,0.007797271,-0.007736944,0.013888889,0.012737323,-0.001423825,0.006178707,-0.03023146,0.003896736,-0.007520621,-0.011488634,0.015825915,0.000243427,0.017522512,0.015307343,-0.006360424,-0.007586534,0.005255614,-0.010931559,0.001922153,0.00911271,-0.005228137,-0.011944577,-0.007978723,0.001218621,-0.003164557,0.006593407,0.001455604,-0.001695736,-0.012618297,-0.01179651,-0.023128575,-0.011201629,0.010041195,0.003058884,0.003049555,-0.00836078,-0.003832397,-0.000256476,0.00282196,0.023023791,-0.006251563,-0.018621037,-0.013333333,-0.021309771,-0.001327669,-0.00159532,-0.009853529,-0.009951587,-0.004346645,0.015006821,-0.025268817,-0.005791506,0.00665742,0.015431248,-0.010854817,0.008230453,-0.006258503,-0.008488499,0.002485501,0.008264463,0.006284153,0.003258213,0,0,0.009742896,0.001608148,0.002140755,0.001335113,0.009066667,-0.001057082,-0.003439153,0.005309265,0.039081067,-0.020584498,0.001297353,0.002591345,0.007753942,-0.005898948,-0.01625387,0.001049043,0.002095887,0.000261438,-0.007056979,-0.007633588,-0.029442971,-0.006012572,0.016222161,-0.000270563,-0.00270636,0.008683853,-0.000269034,0.008073197,-0.001067806,-0.001603421,-0.004014989,0.014780973,-0.007415254,0.021077908,0.006271231,0.014282005,0.003840246,0.003570518,-0.002795426,-0.033384302,0.013973108,-0.014300572,0.020838829,0.017054264,0.011941057,-0.010795883,-0.002030457,-0.003306205,-0.001020669,-0.000510856,0.002044467,-0.005865851,0.005900462,0
CAT,-0.004732928,0.007699275,0.001423221,-0.007629591,0.010778624,0.000372856,-0.00849795,0.007894143,-0.032000597,0.012406565,0.003501294,-0.004854369,0.008917683,0.023570295,0.035131744,-0.000427807,-0.006633854,0.006247307,0.001641333,-0.00384725,-0.024817623,0.008654199,0.009743329,0.016778282,-0.006728045,0.012691622,0.004998944,0.004343562,-0.006835938,-0.00245821,-0.030275294,-0.011616932,0.021303166,-7.19E-05,0.002877284,-0.009109167,-0.021570756,0.028778575,-0.016539623,-0.022594326,-0.01286751,-0.005683971,0.001067073,-0.045987513,0.017318436,-0.001333647,-0.005420267,-0.030408341,-0.002688172,0.02058319,-0.01112445,-0.010521204,0.005234746,-0.010659072,-0.00090468,0.002963451,-0.016661195,0.007011101,0.011852466,0.008519004,0.002192982,0.008671691,0.010284429,0.012247495,-0.001414205,0.000550747,0.000471809,0.00070738,0.023641219,0.002148393,0.023122272,0.001945671,0.003585032,-0.004911811,0.010769576,0.002589715,0.005830258,0.002274562,-0.005490483,-0.001913876,-0.000737518,-0.004797402,-0.004078908,-0.012286842,0.009951749,0.032845626,0.009251229,-0.0039387,-0.024157021,-0.006188757,0.00993402,-0.007267122,0.021147589,-0.044822592,0.021226594,-0.013287803,0.011585916,-0.011230106,-0.00962768,-0.037062353,-0.017745879,-0.023205396,0.003534731,-0.010648755,0.0102666,-0.021635797,-0.022281789,0.019619602,-0.03193009,0.000347192,0.010238612,0.007987632,-0.005879346,0.008656896,0.0017845,-0.032487912,0.003156234,-0.00908932,0.013053449,0.025335191,0.010444086,-0.016554622,0.017687772,0.032661629,-0.002357915,0.037082315,0.02388998,0.021490521,-0.010068375,0.01540797,-0.004709224,-0.00736012,-0.008322615,-0.007248035,-0.015063019,0.002028714,-0.018922286,0.004921025,-0.001737619,0.001582404,-0.002211865,-0.031193096,-0.01969437,0.000666889,0.008330556,-0.006526768,-0.018960499,0.012460795,0.027210315,0.04654006,-0.000155763,0.020641845,-0.006410746,0.014440433,-0.010297569,0.011628797,0.011041367,0.012341985,-0.01100931,0.043929772,0.002361698,0.009067542,-0.007004882,-0.018098903,0.048548621,0.016817773,-0.003743534,-0.006012161,0.010447453,0.007822597,-0.001079914,-0.011216216,-0.012641793,-0.007266939,0.01303681,0
CBRE,-0.015424165,0.010845551,-0.00437115,0.010576731,0.004936809,-0.006288072,-0.023729484,0.007089326,-0.029565567,0.000829016,0.010975357,-0.00450635,0.006790123,0.010627427,0.018200202,0.001986097,0.009712587,-0.000981547,0.008253095,-0.007795751,-0.010410528,0.009726082,0.007666601,0.017752634,-0.017826337,-0.011124122,-0.005131241,0.006347947,-0.004336684,0.019402099,0.005049524,-0.008888889,0.00896861,-0.005990338,0.012247278,-0.011330901,-0.000971251,0.007388684,-0.003860259,-0.030614222,-0.011193284,-0.017384273,0.00205719,-0.011907206,-0.008726366,0.000838399,-0.001256545,-0.008177815,-0.010993658,0.011115861,-0.000211416,0.001268767,0.016050686,0.00623571,-0.024581698,-0.020118594,-0.012318997,0.016849015,0.019152141,0.008234797,0.011727749,0.019664666,0.012992286,-0.004008016,-0.012676056,0.013450173,-0.00341846,0.002219532,0.011274411,0.003981684,0.002379536,0.015825915,-0.01285297,-0.012823042,-0.005995204,0.021913953,0.009246508,0.019883041,-0.00133792,0.013397129,-0.003399433,-0.018571158,0.008882024,-0.004019139,0.004611837,0.009946442,-0.002083333,-0.002467261,-0.01065449,0.004230769,-0.002106473,0.001919017,0.006703697,0.008181126,-0.008492168,0.00647126,0.002080182,0.003774297,-0.003384095,0.028107904,-0.018165138,-0.05083162,0.015948021,0.001162791,0.027680991,0.002637031,-0.013526207,0.006855837,-0.056932098,0.012033694,0.023583036,0.011229429,-0.001723148,0.012658228,-0.01780303,-0.050134979,0.002639058,-0.001214821,0.015811879,0.030333267,0.012395894,-0.006122059,0.012127045,0.010840624,0.01335842,0.027664315,0.006865402,-0.011125067,-0.007076756,-0.013157895,0.002222222,-0.004065041,0.000371058,-0.00129822,-0.005756732,-0.014194994,-0.00795756,0.019480519,-0.002622705,-0.006386176,0.002079395,-0.034333145,-0.033991014,0.010717897,0.013805522,-0.004933886,-0.015668386,0.014305863,0.002979738,0.02634185,0.003087611,0.009811466,-0.000381025,-0.002287021,-0.002674308,0.008427504,-0.017853751,0.012763489,0.001527592,0.003050524,0.012164988,0.00713615,0.00335633,-0.004831816,0.023155929,0.000912575,0.012764406,-0.044292402,0.026752072,0.007155963,0.004918929,-0.001994199,0.000363306,0.009079354,0.015655929,0
CHGG,0.002739044,0.010677924,0.013022113,-0.003395586,0.003163787,0.006792819,-0.01373494,-0.031028585,-0.073121533,0.014417845,0.027353178,-0.033150613,0.018898488,0.010068892,-0.009706191,0.014039735,0.015412748,-0.038332905,-0.009630819,0.006482982,-0.007514761,0.008112493,0.008851931,-0.007710715,0.024383708,-0.001046299,-0.014401676,0.004250797,0.008730159,0.020194073,0.002056555,0.004361211,0.023754789,-0.009231537,-0.102241249,-0.025525947,0.032527346,0.040423752,-0.00562701,-0.017515494,-0.003017005,-0.001925722,0.011576626,-0.048773842,0.024634775,0.019010344,0.021124829,0.006179473,-0.01682243,0.014122759,-0.002678093,-0.031954887,0.019140083,0.003810561,-0.021149675,0.048476454,-0.010303831,-0.040309664,0.02837274,0.016499865,0.053751996,-0.005555556,-0.007110208,-0.015089514,0.008828876,-0.0002574,0.003861998,0.014619133,0.001263903,0.007321383,0.001253133,-0.016270338,-0.020101781,-0.04985718,0.00847226,0.035230352,0.010209424,0.020989894,0.014720812,0.011255628,0.002968093,0.055240444,0.001869596,0.017494752,0.025447043,-0.010507489,0.01626751,-0.005780347,-0.020796064,0,-0.010504681,-0.011077775,-0.005134189,0.02064274,-0.017007584,0.016600421,-0.033348666,0.088984059,-0.018571116,0.002448798,-0.005996003,-0.036639857,0.008812616,-0.00091954,0.035204786,-0.029117582,-0.0503663,0.005785921,-0.050814957,-0.001515152,0.023267577,0.012605042,-0.013424457,0.013607125,-0.002684891,-0.019823789,0.009238452,-0.012617516,0.006514658,0.006970376,-0.020024722,-0.036326942,-0.015183246,-0.065656566,-0.027311522,-0.007897046,-0.023584906,0.01660628,0.00950401,0.014416005,0.002030162,0.010709117,-0.019186712,-0.009635036,-0.018867925,0.021634615,-0.031176471,-0.042501518,-0.022194039,-0.025616083,-0.003327787,-0.024707846,-0.025676138,0.039704849,0.030415681,0.009511315,-0.008122157,0.022928267,0.008325328,0.020323912,0.015250545,0.013182097,-0.02269289,0.013931889,-0.011603053,0.011121409,0.00091659,-0.034798535,0.02340291,0.010815822,-0.003668603,-0.035900583,-0.004137492,-0.020134228,0.002935421,-0.046178862,0.143539039,0.026237329,-0.016560139,0.005908419,0.022320117,0.01522551,0.020090549,0.013037448,0.001369113,0
KO,-0.002815071,0.00369164,-0.011250541,-0.008752735,0.002428256,0.003303237,-0.000658472,-0.000439271,0.009228741,0.002177226,0.013252227,-0.000643225,-0.000643639,0.006011164,-0.002987623,-0.003210616,-0.00837449,0.006496319,-0.000215146,0.001721541,0.002577873,-0.000642811,0.001500858,0.000642261,0.005562687,-0.00106383,0.007028754,0.004230118,-0.00168492,0.017088608,-0.004770794,-0.002917882,0.008779264,0.003315375,0.013217679,-0.009580106,-0.004116073,0.006819591,-0.005131363,-0.00969672,-0.003125,-0.009404389,0.016666667,-0.002905167,0.013319459,0.010063668,0.008133388,-0.007664381,-0.007113821,-0.005117707,0.021604938,0.004028197,-0.004814443,-0.010280185,-0.009979633,0.013166015,-0.002436548,0.017301038,0.00040016,0.0156,0.012209531,0.001750973,-0.002136337,-0.000973141,0.006039353,-0.009876065,0.003520438,-0.008575326,-0.004521329,0.009478673,0.01056338,-0.002129307,0.007177498,-0.003081664,-0.01236476,-0.000782473,-0.003132341,0.013354281,0.007364341,0.00230858,0.000191939,-0.002110919,-0.007884615,0.004458228,0.004245465,0.001537279,0.000191865,0.000191828,0.000767165,-0.002874665,-0.012300596,-0.003308037,0.060718469,-0.01012332,-0.013201934,0.020727341,-0.003322872,-0.005000926,-0.020290395,-0.011400342,0.005765904,-0.012994458,0.012003872,0.017409604,0.009590071,-0.005028869,-0.004118308,0.005639098,-0.00953271,0.016606907,0.010024132,0.005146113,-0.014810752,0.004083148,0.007208872,-0.013763993,0.014886491,0.00330033,0.007127193,-0.001088732,-0.000181653,0.004723837,0.008499096,-0.011655012,0.001995646,-0.012855332,-0.002201027,0.006801471,0.006207778,-0.015423698,-0.005528935,0.005189029,-0.000184366,0.005347594,-0.011188555,0.00426637,0.002955301,-0.002394107,0.004061289,-0.001470859,0.002393666,0.003857458,-0.028728271,0.014318011,0.013001486,-0.012284562,-0.00538333,0.00466592,-0.00315809,-0.006708908,0,0.003939962,-0.000373762,0.005608525,0.018404908,-0.010040161,-0.007007192,0.014670381,-0.000549048,-0.015748031,-0.003348837,-0.002986746,0.009923235,0.009084168,-0.009737277,-0.014100186,-0.013549116,0.007249142,-0.009659091,-0.001529929,-0.007086765,-0.002507716,0.013537033,0.004197672,0.000760023,0
RACE,-0.004359131,-0.001075351,0.008765859,0.004497294,0.003794202,-0.005065014,0.001063749,0.004857685,-0.028249868,0.019199378,0.014032947,-0.001353791,0.002033439,0.005636979,0.009342302,0.006812292,0.001544458,0.002129534,0.00344398,0.001387469,-0.005031722,0.000513046,0.005494103,0.009543931,-0.011113517,0.007735532,-0.002896662,0.016123175,-0.001858338,-0.004940924,-0.017846862,-0.006740914,-0.001180289,0.000886263,0.003763282,-0.010512387,0.000965825,-0.004379129,-0.013493365,0.040580367,0.024255628,0.000850822,0.001204307,-0.018750442,0.01629651,0.019157088,0.000139237,-0.008909926,-0.005899705,0.016391126,-0.006881691,-0.00377966,0.013770814,0.001594012,-0.010033213,-0.000489271,0.00013986,-0.007341631,0.007536804,0.012723714,0.024989645,0.01252694,0.023280564,0.005720229,-0.000581696,-0.003750889,-0.007724765,0.008373675,0.026404567,-0.002401871,0.02109865,0.006515264,0,-0.015227175,-0.001502441,0.008526646,0.003481288,0.010965184,0.011826705,0.014474322,-0.011342606,0.001449188,-0.001266204,0.008210577,-0.003413174,0.000480683,0.011771065,0.003858254,-0.002187796,-0.000296296,-0.013040901,0.003603604,0.007959306,-0.00546221,-0.007402543,-0.002526012,-0.007054567,-0.027568618,0.005869864,0.011919543,-0.021595092,-0.016930023,-0.001211889,0.009706878,0.012586174,-0.007682698,-0.005287342,0.017654876,-0.03059321,-0.003720334,0.003283544,0.002246037,-0.007363299,0.009417532,-0.008818455,-0.012184901,0.022059783,0.024201788,-0.017083359,0.003615604,-0.002970547,0.001648177,0.012530852,0.011813238,0.007598221,-0.014530072,-0.0603459,0.003376589,0.019069614,-0.011914012,-0.010747051,0.019872814,0.005326059,-0.007494508,-0.010024736,0.004537086,-0.013811612,-0.002057613,0.007515796,0.00422498,0.012950302,-0.01382309,-0.033298236,0.017290674,0.000802998,0.001537844,-0.015021029,0.011928968,0.005693235,0.021112221,0.009457344,0.008593397,0.024151185,-0.014136486,-0.011166804,0.001283285,-0.013777635,-0.012540611,0.020135553,0.006837386,0.008712922,0.002095903,0.002281658,0.012520551,0.007869098,0.053352336,-0.025825049,-0.000966184,-0.002901354,-0.000363725,-0.003032141,0.00377129,-0.007029451,0.009825461,0.009246389,0
F,-0.004645761,-0.004667445,-0.014067995,0.002378121,0.016607355,0.015169195,-0.02183908,0.021151586,-0.01726122,-0.003512881,0.029377203,-0.015981735,0.017401392,0.001140251,0.022779043,0.003340757,0.013318535,0.012048193,0.001082251,0.005405405,-0.009677419,0.013029316,0.006430868,0.006389776,-0.012698413,0.003215434,0.014957265,0.005263158,-0.005235602,0,0.007368421,-0.017763845,0.107446809,-0.008645533,0.012596899,-0.014354067,0.003883495,0.006769826,-0.003842459,0.00096432,-0.003853565,-0.013539652,0.017647059,-0.028901734,0.015873016,0.01171875,0.003861004,-0.010576923,-0.000971817,-0.003891051,-0.026367188,-0.012036108,-0.002030457,-0.00508647,-0.007157464,0.003089598,-0.022587269,0.009453782,0.032258065,-0.014112903,-0.003067485,0.001025641,0.006147541,0.010183299,-0.007056452,0.021319797,-0.007952286,0.007014028,0.004975124,-0.005940594,0,-0.00498008,-0.004004004,-0.011055276,0.007113821,0.02926337,0.002941176,-0.007820137,-0.002955665,0.007905138,0,0,-0.005882353,-0.00295858,0.007912957,0.029440628,-0.006673022,0.008637236,-0.017126546,-0.006776379,-0.005847953,-0.017647059,0.01497006,0.015732547,-0.074540174,0.001046025,0.003134796,-0.005208333,-0.002094241,-0.023084995,-0.003222342,-0.005387931,0.02708559,0.005274262,0.003147954,-0.011506276,-0.016931217,-0.003229279,-0.028077754,-0.015555556,0.011286682,0.0078125,-0.007751938,0.008928571,0,-0.029867257,0.005701254,-0.006802721,0.02739726,0.013333333,0.005482456,-0.007633588,0.010989011,0.015217391,0,0.021413276,-0.012578616,0,-0.001061571,0.004250797,-0.015873016,-0.002150538,-0.003232759,-0.016216216,0.007692308,-0.001090513,-0.005458515,0.009879254,-0.006521739,-0.006564551,0.008810573,-0.028384279,-0.03258427,0.011614402,0.003444317,-0.006864989,-0.016129032,0.00234192,0.007009346,0.018561485,0.004555809,0.028344671,0,0.004410143,0.019758507,-0.027987083,0.004429679,0.015435502,-0.066232356,0.013953488,-0.012614679,0.003484321,-0.011574074,0.005854801,0.034924331,0.012373453,0.002222222,-0.011086475,-0.003363229,0.016872891,0.004424779,-0.004405286,-0.025442478,-0.002270148,0.018202503,0
GM,0,0.004660798,-0.019845361,0.001051801,-0.002364066,0.007635598,-0.033185263,0.009459459,-0.024364123,0.008507135,0.003265306,-0.007051804,0.012291724,0.001079331,0.017789757,0.001324153,0.015339857,0.01041938,0.003866976,0.003081664,-0.005120328,0.010036027,0.002038217,0.009661836,-0.00352556,0.00227445,0.008320726,0.007751938,-0.019851117,0.00835443,-0.002761737,-0.015357503,0.014574278,0.008316532,-0.026493377,-0.005134788,-0.012903226,0.014379085,-0.018298969,0.011551588,-0.008305217,-0.01648783,0.008249069,-0.03510161,0.013129103,0.008909287,0.000267594,-0.010165864,-0.000810811,0.004327833,-0.042553191,-0.011814346,-0.000284657,-0.007687927,-0.001721664,0.000862317,-0.042504308,0.01079784,0.060237389,0.003078645,-0.018136161,0.008525149,0.014652015,0.005276312,-0.014640884,0.009812167,-0.009994448,0.01346046,0.015495296,0.002179837,0.004893964,-0.001082251,0.001083424,0.019480519,0.011942675,0.004982953,0.005480167,0.005709836,-0.010580645,-0.004694836,0.008909853,-0.007012987,-0.00392362,0.00052521,0.008661417,0.020296643,0.003825555,0.001778455,-0.006847578,-0.00102145,0.009202454,0.009625127,0.021324636,0.004175878,-0.003180039,0.000490798,-0.002207506,-0.006145526,-0.00222607,-0.004709965,-0.009215442,-0.019356461,0.001794412,0.007932446,0.018024879,-0.012219451,-0.018934612,0.00386001,-0.046654704,-0.019360043,0.014532492,0.00972973,-0.010706638,0.004329004,0.003771552,-0.032206119,0.005268996,-0.009931034,0.015324603,0.012897914,0.004876727,-0.00485306,0.036033595,0.012813808,0.001290989,0.02062919,0,-0.003031834,-0.009883426,-0.005374968,-0.042460113,0.029024456,-0.002872813,-0.010476689,-0.010852303,-0.003478726,-0.012620838,0.009246668,0.013473457,-0.005051848,0.001603421,-0.036552828,-0.039601218,0.008650519,-0.002001144,-0.004583214,-0.025035971,0.007674144,0.0152314,0.026255049,-0.001967951,0.021408451,0.010755654,-0.01255116,-0.000552639,-0.006635333,0.01057612,0.008262187,-0.021578804,0.025683975,-0.002721829,0.042849345,-0.007851348,-0.019783698,0.021797632,0.011061364,-0.004167752,0.004969919,0.001821968,0.004676539,0.001292992,-0.003357438,-0.036278829,-0.01048669,0.002445652,0
